	index	Date	Longitude	Latitude	Location	Crime type	StreetNumber	Street	Locality	AdministrativeAreaLevel2	AdministrativeAreaLevel1	Country	PostCode
162	1769	2014-10	-6.3357790000000005	54.474523	On or near Allengrove	Anti-social behaviour	44	Allengrove	Lurgan	Craigavon	Northern Ireland	United Kingdom	BT67 9HF
163	1708	2017-02	-5.9295480000000005	54.587540000000004	On or near Lawrence Street	Anti-social behaviour	36	Lawrence St	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1LF
164	3272	2015-05	-5.94134	54.608019999999996	On or near Florence Court	Anti-social behaviour	8	Florence Ct	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 1EY
165	3876	2015-09	-7.2872330000000005	54.60985600000001	On or near Castleview Crescent	Anti-social behaviour	1	Castleview Cres		Omagh	Northern Ireland	United Kingdom	BT79 7XP
166	3030	2016-05	-6.673699000000001	55.131526	On or near Hanover Place	Anti-social behaviour	31-34	Bridge St	Coleraine	Coleraine	Northern Ireland	United Kingdom	BT52 1DT
167	3699	2016-06	-7.331092	55.008880000000005	On or near Ardglen Park	Anti-social behaviour	11	Ardglen Park	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 0AX
168	1227	2015-12	-5.713958	54.327504000000005	On or near John Street	Anti-social behaviour	57B	Irish St	Downpatrick	County Down	Northern Ireland	United Kingdom	BT30 6BS
169	1108	2016-06	-5.957226	54.585674	On or near 	Anti-social behaviour	215	Tates Ave	Belfast	Belfast	Northern Ireland	United Kingdom	BT12 6NB
170	1944	2015-09	-5.947991	54.61149399999999	On or near Oldpark Road	Anti-social behaviour	64	B502	Belfast	Belfast	Northern Ireland	United Kingdom	BT14 6ET
171	794	2016-11	-5.708843	54.593715	On or near Circular Road	Anti-social behaviour	8	Circular Rd	Newtownards	Ards	Northern Ireland	United Kingdom	BT23 4BN
172	5734	2016-10	-6.673916999999999	55.145281999999995	On or near Portstewart Road	Anti-social behaviour	47	A2	Coleraine	Coleraine	Northern Ireland	United Kingdom	BT52 1RW
173	2821	2016-05	-5.537307	54.642704	On or near Bridge Street	Anti-social behaviour	10	Bridge St	Donaghadee	Ards	Northern Ireland	United Kingdom	BT21 0AD
174	3592	2016-02	-7.0280759999999995	54.461709	On or near Main Street	Anti-social behaviour	35-39	Main St		Dungannon and South Tyrone	Northern Ireland	United Kingdom	BT70 2HE
175	1626	2015-01	-5.664124	54.599374	On or near Broomhill Close	Anti-social behaviour	7	Broomhill Cl	Newtownards	Ards	Northern Ireland	United Kingdom	BT23
176	1907	2015-06	-7.359531	55.032846	On or near Benview Estate	Anti-social behaviour	36	Benview Estate	Coshquin	Derry	Northern Ireland	United Kingdom	BT48 0NQ
177	2899	2016-09	-6.604897	54.751411	On or near Sperrin Drive	Anti-social behaviour	90	Queens Ave	Magherafelt	Magherafelt	Northern Ireland	United Kingdom	BT45
178	2696	2016-11	-5.86606	54.593652	On or near Sandown Drive	Anti-social behaviour	30	Sandown Dr	Belfast	Belfast	Northern Ireland	United Kingdom	BT5 6HT
179	5748	2015-10	-5.896018	54.229479000000005	On or near Carrigs Road	Anti-social behaviour	5	Carrigs Rd	Newcastle	County Down	Northern Ireland	United Kingdom	BT33
180	124	2016-01	-5.904654	54.59419200000001	On or near The Mount	Anti-social behaviour	107	The Mount	Belfast	Belfast	Northern Ireland	United Kingdom	BT5
181	39	2015-05	-5.940447	54.641016	On or near Downview Park West	Anti-social behaviour	53	Downview Park W	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 5HZ
182	3530	2015-02	-5.961537	54.623852	On or near Deerpark Road	Anti-social behaviour	208	Deerpark Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT14 6NX
183	5000	2015-05	-7.327300999999999	55.003793	On or near Crawford Square	Anti-social behaviour	21	Crawford Square	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 7HT
184	2968	2014-11	-5.930333999999999	54.599189	On or near Castle Street	Anti-social behaviour	2-8	Castle Pl	Belfast	Belfast	Northern Ireland	United Kingdom	BT1
185	924	2015-04	-5.897963	54.596115000000005	On or near Constance Street	Anti-social behaviour	26	Constance St	Belfast	Belfast	Northern Ireland	United Kingdom	BT5
186	4156	2015-09	-5.969598	54.691095999999995	On or near 	Anti-social behaviour	5	Elmwood Cottages	Glengormley	Newtownabbey	Northern Ireland	United Kingdom	BT36 5WQ
187	1955	2014-12	-6.750769	54.631246	On or near Old Rectory Close	Anti-social behaviour	1-5	Old Rectory Cl	Cookstown	Cookstown	Northern Ireland	United Kingdom	BT80
188	866	2016-12	-5.934622	54.595794	On or near Howard Street	Anti-social behaviour	2-4	Great Victoria St	Belfast	Belfast	Northern Ireland	United Kingdom	BT2 7BA
189	3700	2016-01	-5.891168	54.551242	On or near Briar Hill Close	Anti-social behaviour	2-4	Briar Hill Cl	Castlereagh	Castlereagh	Northern Ireland	United Kingdom	BT8 6XX
190	4550	2014-10	-5.9698400000000005	54.570009999999996	On or near Stockmans Lane	Anti-social behaviour	2	A55	Belfast	Belfast	Northern Ireland	United Kingdom	BT9
191	2709	2016-06	-6.437169	54.420595999999996	On or near 	Anti-social behaviour	42	The Meadows Centre	Portadown	Craigavon	Northern Ireland	United Kingdom	BT62 3TN
192	3505	2016-11	-5.974591	54.610756	On or near 	Anti-social behaviour	7	Altnagarron View	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 3UQ
193	408	2017-03	-5.798426	54.718826	On or near Mckeens Avenue	Anti-social behaviour	20-32	Mckeens Ave	Carrickfergus	Carrickfergus	Northern Ireland	United Kingdom	BT38 7HX
194	4012	2015-11	-5.651787000000001	54.644018	On or near Navar Drive	Anti-social behaviour	41	Navar Dr	Bangor	North Down	Northern Ireland	United Kingdom	BT19 7SW
195	292	2017-02	-5.713986	54.329221	On or near Saul Street	Anti-social behaviour	57	Scotch St	Downpatrick	County Down	Northern Ireland	United Kingdom	BT30 6AN
196	656	2015-05	-6.184821	54.709318	On or near Thistlewood Gardens	Anti-social behaviour	2	Thistlewood Gardens	Antrim	Antrim	Northern Ireland	United Kingdom	BT41
197	1536	2014-11	-5.888655	54.595980000000004	On or near Bloomfield Avenue	Anti-social behaviour	60-68	Bloomfield Ave	Belfast	Belfast	Northern Ireland	United Kingdom	BT5 5BH
198	4042	2016-03	-7.2891449999999995	54.988431000000006	On or near Pelham Road	Anti-social behaviour	74	Pelham Rd	Londonderry	Derry	Northern Ireland	United Kingdom	BT47 6FT
199	668	2015-04	-5.899915	54.553380000000004	On or near Carnbrae Avenue	Anti-social behaviour	2-80	Cleveley Park	Castlereagh	Castlereagh	Northern Ireland	United Kingdom	BT8
200	5338	2016-06	-5.702504	54.582641	On or near Cambourne Park	Anti-social behaviour	30	Cambourne Park	Newtownards	Ards	Northern Ireland	United Kingdom	BT23 4WE
201	1893	2017-03	-6.653954	55.206678000000004	On or near Atlantic Avenue	Anti-social behaviour	2	Atlantic Ave	Portrush	Coleraine	Northern Ireland	United Kingdom	BT56 8BW
202	4183	2014-10	-6.655349	55.136364	On or near Glebe Avenue	Anti-social behaviour	43	Glebe Ave	Coleraine	Coleraine	Northern Ireland	United Kingdom	BT52 2EN
203	249	2016-03	-6.336748	54.177932999999996	On or near Bank Parade	Anti-social behaviour	10	Sugar Island	Newry	Newry and Mourne	Northern Ireland	United Kingdom	BT35 6HT
204	4034	2016-09	-5.581551999999999	54.286469999999994	On or near St. Michaels Park	Anti-social behaviour	1	St Michaels Park	Ardglass	County Down	Northern Ireland	United Kingdom	BT30 7ST
205	1473	2017-04	-5.701251999999999	54.594424	On or near Regent Street	Anti-social behaviour		Regent St	Newtownards	Ards	Northern Ireland	United Kingdom	BT23 4AD
206	3887	2016-07	-6.042839	54.51141	On or near Market Square	Anti-social behaviour		Castle St	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT27 4SP
207	4963	2016-05	-7.31895	55.011534	On or near Phillip Street	Anti-social behaviour	43	Phillip St	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 7PN
208	4371	2015-07	-5.776486	54.592181999999994	On or near Old Mill Grove	Anti-social behaviour	17	Old Mill Grove	Castlereagh	Castlereagh	Northern Ireland	United Kingdom	BT16
209	2183	2014-10	-6.398975	54.199037	On or near Clogharevan Park	Anti-social behaviour	2-12	Clogharevan Park		Newry and Mourne	Northern Ireland	United Kingdom	BT35 7BE
210	4798	2015-08	-6.653347999999999	55.20695	On or near Atlantic Avenue	Anti-social behaviour	2	Atlantic Ave	Portrush	Coleraine	Northern Ireland	United Kingdom	BT56 8BN
211	341	2015-01	-5.684268	54.591035999999995	On or near Inisharoan Court	Anti-social behaviour	145	Upper Greenwell St	Newtownards	Ards	Northern Ireland	United Kingdom	BT23 8LH
212	2312	2016-02	-6.010325	54.06476800000001	On or near Slieveshan Park	Anti-social behaviour	67	Carn Gardens	Kilkeel	Newry and Mourne	Northern Ireland	United Kingdom	BT34 4DS
213	867	2015-01	-6.687057000000001	54.978578000000006	On or near Houston Crescent	Anti-social behaviour	442	Houston Cres	Garvagh	Coleraine	Northern Ireland	United Kingdom	BT51 5NN
214	1845	2014-12	-5.95465	54.598174	On or near Dunlewey Street	Anti-social behaviour	21	Odessa St	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 2QU
215	2094	2015-11	-6.323079	54.457268000000006	On or near 	Anti-social behaviour	9	Hamilton Gardens	Lurgan	Craigavon	Northern Ireland	United Kingdom	BT66 8BW
216	1145	2016-04	-5.891343	54.2222	On or near Burrendale Park Road	Anti-social behaviour	5	Bracken Ave	Newcastle	County Down	Northern Ireland	United Kingdom	BT33
217	4159	2016-12	-5.708843	54.593715	On or near Circular Road	Anti-social behaviour	8	Circular Rd	Newtownards	Ards	Northern Ireland	United Kingdom	BT23 4BN
218	5013	2016-05	-5.926048000000001	54.584254	On or near 	Anti-social behaviour	38	Damascus St	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1QQ
219	2263	2016-04	-5.928221	54.608793999999996	On or near Earl Close	Anti-social behaviour	2	Earl Cl	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 2EJ
220	1398	2014-12	-5.9731819999999995	54.598943999999996	On or near West Circular Road	Anti-social behaviour	2	W Circular Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 3QG
221	3773	2016-09	-6.365067	54.437206	On or near 	Anti-social behaviour	4	Moyraverty Meadows	Moyraverty	Craigavon	Northern Ireland	United Kingdom	BT65 5GY
222	2200	2014-12	-7.71161	54.397298	On or near Lough Shore Road	Anti-social behaviour		A46		Fermanagh	Northern Ireland	United Kingdom	BT93 7EH
223	1824	2014-10	-6.00387	54.718045	On or near Ballyrobert Road	Anti-social behaviour	96	B56		Newtownabbey	Northern Ireland	United Kingdom	BT39
224	3401	2017-02	-5.955547	54.595727000000004	On or near 	Anti-social behaviour	6	Springfield Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT12 7AG
225	2970	2015-01	-6.39574	54.450573	On or near Avondale Manor	Anti-social behaviour	48	Avondale Manor	Craigavon	Craigavon	Northern Ireland	United Kingdom	BT64 3AE
226	262	2016-09	-5.813935	54.720212	On or near Sunnylands Avenue	Anti-social behaviour	90	Sunnylands Ave	Carrickfergus	Carrickfergus	Northern Ireland	United Kingdom	BT38 8JG
227	4110	2016-06	-7.398814999999999	54.498709	On or near Rakeeran Road	Anti-social behaviour	72	Rakeeran Rd		Omagh	Northern Ireland	United Kingdom	BT78 3HN
228	3896	2016-11	-5.999369000000001	54.573324	On or near Conor Close	Anti-social behaviour	4	Conor Cl	Belfast	Belfast	Northern Ireland	United Kingdom	BT11 9LF
229	3192	2015-07	-5.93091	54.587824	On or near Wolseley Street	Anti-social behaviour	2	Wolseley St	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1LG
230	2398	2015-04	-7.630025	54.363225	On or near Lawnakilla Park	Anti-social behaviour	21	Lawnakilla Park		Fermanagh	Northern Ireland	United Kingdom	BT74 4RT
231	309	2016-10	-5.920355000000001	54.646170999999995	On or near Shore Road	Anti-social behaviour	868	Shore Rd		Belfast	Northern Ireland	United Kingdom	BT36 7DQ
232	1197	2016-12	-6.11135	54.3437	On or near 	Anti-social behaviour	43-49	Corbally Rd		Banbridge	Northern Ireland	United Kingdom	BT32 5PP
233	1836	2015-01	-6.5050360000000005	55.07799	On or near Castlehill Park	Anti-social behaviour	12	Castlehill Park	Ballymoney	Ballymoney	Northern Ireland	United Kingdom	BT53 6RT
234	1864	2017-03	-5.934292	54.600173	On or near Berry Street	Anti-social behaviour	12-16	King St	Belfast	Belfast	Northern Ireland	United Kingdom	BT1
235	480	2016-10	-6.122706	54.56786999999999	On or near The Mews	Anti-social behaviour	72	Stoneyford Rd		Lisburn	Northern Ireland	United Kingdom	BT28 3JA
236	3390	2015-02	-5.647042	54.641949	On or near 	Anti-social behaviour	14-2	Myrtle Grove	Bangor	North Down	Northern Ireland	United Kingdom	BT19 7RY
237	3423	2016-01	-6.274405000000001	54.347418000000005	On or near Linenhall Street	Anti-social behaviour		Linenhall St	Banbridge	Banbridge	Northern Ireland	United Kingdom	BT32 3ES
238	2162	2016-06	-6.339799	54.173671	On or near Mill Street	Anti-social behaviour	30-42	Mill St	Newry	Newry and Mourne	Northern Ireland	United Kingdom	BT34
239	166	2015-10	-7.016933	55.044565000000006	On or near Main Street	Anti-social behaviour	56	Glenhead Rd		Limavady	Northern Ireland	United Kingdom	BT49
240	1334	2015-11	-6.219333	54.802980000000005	On or near Trench Court	Anti-social behaviour	25	Steeple Rd	Kells	Ballymena	Northern Ireland	United Kingdom	BT42 3LW
241	5870	2016-10	-5.7942849999999995	54.592661	On or near Brooklands Avenue	Anti-social behaviour	2-36	Brooklands Park	Castlereagh	Castlereagh	Northern Ireland	United Kingdom	BT16
242	4608	2015-08	-5.927095	54.602619999999995	On or near Hill Street	Anti-social behaviour	51	Hill St	Belfast	Belfast	Northern Ireland	United Kingdom	BT1 2LG
243	4621	2015-08	-5.883115	54.598651000000004	On or near Lomond Street	Anti-social behaviour	6	Lomond St	Belfast	Belfast	Northern Ireland	United Kingdom	BT4 3AN
244	2585	2015-06	-6.785955	54.504771	On or near Cloneen	Anti-social behaviour	7	Cloneen	Dungannon	Dungannon and South Tyrone	Northern Ireland	United Kingdom	BT70 1SY
245	5145	2016-10	-5.687886	54.648127	On or near Rostrevor Drive	Anti-social behaviour	17	Rostrevor Dr	Bangor	North Down	Northern Ireland	United Kingdom	BT19
246	560	2015-07	-5.901612999999999	54.597956999999994	On or near Parker Street	Anti-social behaviour	1	Major St	Belfast	Belfast	Northern Ireland	United Kingdom	BT5 4FT
247	5684	2015-10	-6.279622	54.352479	On or near Brookfield Avenue	Anti-social behaviour	30	Brookfield Rd	Banbridge	Banbridge	Northern Ireland	United Kingdom	BT32 3BX
248	2782	2016-06	-6.651885000000001	55.20421999999999	On or near Eglinton Lane	Anti-social behaviour	6	Eglinton Ln	Portrush	Coleraine	Northern Ireland	United Kingdom	BT56
249	3809	2016-10	-5.971561	54.590138	On or near Rockmore Road	Anti-social behaviour	3	Rockmore Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT12 7PD
250	1084	2016-12	-5.985606	54.608073	On or near Lyndhurst View Park	Anti-social behaviour	9	Lyndhurst View Park	Belfast	Belfast	Northern Ireland	United Kingdom	BT13
251	2793	2017-04	-6.592003	54.763130000000004	On or near 	Anti-social behaviour	4	Aghagaskin Rd		Magherafelt	Northern Ireland	United Kingdom	BT45 5DS
252	2105	2017-04	-5.6731169999999995	54.648697999999996	On or near Abbot'S Close	Anti-social behaviour	2	Abbot's Cl	Bangor	North Down	Northern Ireland	United Kingdom	BT20
253	3300	2016-07	-5.813714	54.85076	On or near 	Anti-social behaviour	2	Hope St	Larne	Larne	Northern Ireland	United Kingdom	BT40 1UR
254	1032	2016-08	-5.9930900000000005	54.575511	On or near Bingnian Drive	Anti-social behaviour	20	Bingnian Dr	Belfast	Belfast	Northern Ireland	United Kingdom	BT11
255	600	2014-12	-6.020538	54.550077	On or near Thornhill House	Anti-social behaviour	18L	Thornhill Cres	Dunmurry	Lisburn	Northern Ireland	United Kingdom	BT17 0RH
256	84	2016-07	-7.322908	55.00115400000001	On or near Clarendon Street	Anti-social behaviour		Lower Clarendon St	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 7AH
257	869	2015-01	-7.3133729999999995	54.377039	On or near Spout Road	Anti-social behaviour	7	Spout Rd	Fivemiletown	Dungannon and South Tyrone	Northern Ireland	United Kingdom	BT75 0PD
258	2471	2015-10	-6.941427	55.041299	On or near Glenmore Gardens	Anti-social behaviour	2	Glenmore Gardens	Limavady	Limavady	Northern Ireland	United Kingdom	BT49 0RZ
259	3795	2015-05	-6.509654	55.076331	On or near Hamilton Park	Anti-social behaviour	28	Hamilton Park	Ballymoney	Ballymoney	Northern Ireland	United Kingdom	BT53 6HQ
260	2052	2015-02	-5.928176000000001	54.592629	On or near Adelaide Street	Anti-social behaviour	17	Ormeau Ave	Belfast	Belfast	Northern Ireland	United Kingdom	BT2
261	1381	2014-11	-6.551087	54.48859	On or near Robinsonstown	Anti-social behaviour	38	Robinsonstown		Craigavon	Northern Ireland	United Kingdom	BT62 1TP
262	3529	2017-04	-6.050269999999999	54.034135	On or near Windmill Road	Anti-social behaviour	91	Windmill Rd	Kilkeel	Newry and Mourne	Northern Ireland	United Kingdom	BT34 4LP
263	3199	2017-04	-6.443918	54.417305000000006	On or near Thomas Street	Anti-social behaviour	153-157	Thomas St	Portadown	Craigavon	Northern Ireland	United Kingdom	BT62 3BA
264	459	2015-11	-6.081455	54.515102	On or near Knockburn Drive	Anti-social behaviour	23	Knockburn Dr	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT28 2QW
265	4010	2015-09	-5.9363220000000005	54.613586	On or near 	Anti-social behaviour	186-194	A6	Belfast	Belfast	Northern Ireland	United Kingdom	BT15
266	5506	2016-10	-7.216355	54.979170999999994	On or near Lettershendony Avenue	Anti-social behaviour	20	Oeghill Hill Park		Derry	Northern Ireland	United Kingdom	BT47 3HN
267	170	2016-05	-6.009396	54.745557	On or near Grange Valley Park	Anti-social behaviour	49	Grange Valley Park	Ballyclare	Newtownabbey	Northern Ireland	United Kingdom	BT39 9HG
268	1755	2015-07	-5.919994	54.57889399999999	On or near 	Anti-social behaviour	343	Ormeau Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 3GL
269	609	2016-09	-5.923685	54.62005500000001	On or near York Road	Anti-social behaviour	147	York Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 3GZ
270	960	2017-01	-5.897228	54.403324	On or near 	Anti-social behaviour	6-8	Main St	Ballynahinch	County Down	Northern Ireland	United Kingdom	BT24 8DN
271	2758	2015-08	-5.880858	54.59980600000001	On or near 	Anti-social behaviour	103	Holywood Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT4 3BE
272	1255	2014-11	-6.040188	54.510343000000006	On or near Bridge Street	Anti-social behaviour	59a	Bridge St	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT28 1XZ
273	4808	2016-05	-5.981579	54.60250799999999	On or near Black Mountain Walk	Anti-social behaviour	4	Black Mountain Walk	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 3TX
274	964	2016-03	-6.340536	54.465621999999996	On or near Rectory Park	Anti-social behaviour	5	Rectory Park	Lurgan	Craigavon	Northern Ireland	United Kingdom	BT66 6HP
275	2092	2017-03	-6.320757	54.748024	On or near The Parade	Anti-social behaviour	6	Arches Ln	Randalstown	Antrim	Northern Ireland	United Kingdom	BT41 3AA
276	1202	2015-06	-6.29892	54.4341	On or near Main Street	Anti-social behaviour	49-61	A26		Craigavon	Northern Ireland	United Kingdom	BT66
277	1103	2017-02	-5.8075209999999995	54.271167000000005	On or near Commons Road	Anti-social behaviour	26	Commons Rd		County Down	Northern Ireland	United Kingdom	BT30 8DH
